image_hex_string	actual	base_prediction	corrupting_pixels
0x1e00000ff00000c180000008000000c000000c000000c000000e00001ff00007fc00000080000018000001800000300000030000006000000c00000180000030000000000000000000000000	7	3	(6, 2);(10, 2);(11, 2);(12, 2);(13, 2);(14, 2);(15, 2);(6, 3);(7, 3);(9, 3);(10, 3);(11, 3);(12, 3);(13, 3);(14, 3);(15, 3);(16, 3);(5, 4);(6, 4);(10, 4);(11, 4);(14, 4);(15, 4);(16, 4);(17, 4);(18, 4);(5, 5);(6, 5);(7, 5);(14, 5);(15, 5);(16, 5);(17, 5);(18, 5);(19, 5);(6, 6);(7, 6);(8, 6);(14, 6);(15, 6);(16, 6);(17, 6);(18, 6);(19, 6);(6, 7);(7, 7);(14, 7);(15, 7);(16, 7);(17, 7);(18, 7);(19, 7);(6, 8);(16, 8);(17, 8);(18, 8);(19, 8);(13, 9);(14, 9);(16, 9);(17, 9);(18, 9);(19, 9);(16, 10);(17, 10);(18, 10);(19, 10);(20, 10);(24, 10);(26, 10);(8, 11);(14, 11);(15, 11);(16, 11);(17, 11);(18, 11);(19, 11);(20, 11);(23, 11);(24, 11);(25, 11);(26, 11);(8, 12);(9, 12);(14, 12);(15, 12);(17, 12);(18, 12);(19, 12);(20, 12);(22, 12);(25, 12);(26, 12);(8, 13);(9, 13);(14, 13);(15, 13);(17, 13);(18, 13);(19, 13);(20, 13);(21, 13);(22, 13);(25, 13);(26, 13);(6, 14);(8, 14);(9, 14);(14, 14);(15, 14);(17, 14);(18, 14);(21, 14);(24, 14);(25, 14);(26, 14);(9, 15);(24, 15);(25, 15);(26, 15);(27, 15);(12, 16);(18, 16);(24, 16);(25, 16);(26, 16);(8, 17);(24, 17);(25, 17);(26, 17);(27, 17);(11, 18);(12, 18);(15, 18);(24, 18);(25, 18);(26, 18);(27, 18);(10, 19);(11, 19);(12, 19);(25, 19);(26, 19);(10, 20);(11, 20);(12, 20);(13, 20);(14, 20);(24, 20);(25, 20);(10, 21);(11, 21);(12, 21);(13, 21);(14, 21);(15, 21);(25, 21);(12, 22);(13, 22);(14, 22);(15, 22);(11, 23);(12, 23);(13, 23);(14, 23);(15, 23);(12, 24);(13, 24);(14, 24);(15, 24);(11, 25);(12, 25);(13, 25);(14, 25)
0x3c000007f00000f300000c300000030000003000000fc00000fe00000c70000003000000180000018000c018001c018003803800380300038070001e3e0001ffc00007f00000000000000000000000000000000000000	3	3	(8, 4);(8, 5);(12, 5);(13, 6);(7, 7);(13, 7);(14, 7);(5, 8);(7, 8);(12, 8);(13, 8);(14, 8);(4, 9);(5, 9);(7, 9);(8, 9);(12, 9);(13, 9);(14, 9);(4, 10);(5, 10);(8, 10);(12, 10);(13, 10);(14, 10);(23, 10);(2, 11);(4, 11);(5, 11);(7, 11);(8, 11);(12, 11);(13, 11);(14, 11);(23, 11);(4, 12);(7, 12);(8, 12);(12, 12);(13, 12);(14, 12);(4, 13);(8, 13);(10, 13);(12, 13);(13, 13);(14, 13);(4, 14);(10, 14);(20, 14);(6, 15);(7, 15);(8, 15);(9, 15);(10, 15);(8, 17);(11, 17);(8, 18);(9, 18);(12, 18);(8, 19);(9, 19);(10, 19);(3, 20);(10, 20);(11, 20);(3, 21);(4, 21);(10, 21);(11, 21);(12, 21);(11, 22);(12, 22);(3, 23)
0x180000038000007800000e800001c000001c00000398000031c000073c00003cc000038c000000c000000c000000c000000c000000c000000c0000008000000800000080000000000000000	9	4	(8, 17);(9, 17);(7, 18);(8, 18);(9, 18);(7, 19);(8, 19);(9, 19);(7, 20);(8, 20);(9, 20);(7, 21);(7, 22)
0x38000001c000000c00000044000006c000006c000006c00000cc00000dc00000d8000019c00001fc00003f800003b800000380000030000003000000300000030000003000000000000000000000000	4	1	(6, 9);(6, 10);(7, 10);(7, 11);(10, 13)
0x38000016c00001cc00000f80000180000011c000013e000016300001c1800018080000008000000800000080000018000001000000300030060000c0c000073800001c000000000000000000000000	5	3	(10, 10)
0x30000007000000f0000018000003000000738000067c00007fc000079c000000e0000006000000600000060000006000000e000000c000005c000007800000f0000006000000000000000000000000	9	9	(18, 2);(19, 2);(17, 3);(18, 3);(19, 3);(17, 4);(18, 4);(19, 4);(20, 4);(21, 4);(22, 4);(23, 4);(17, 5);(18, 5);(19, 5);(20, 5);(21, 5);(22, 5);(23, 5);(24, 5);(18, 6);(19, 6);(20, 6);(21, 6);(22, 6);(23, 6);(24, 6);(18, 7);(19, 7);(20, 7);(21, 7);(22, 7);(23, 7);(24, 7);(19, 8);(20, 8);(21, 8);(22, 8);(23, 8);(24, 8);(10, 9);(12, 9);(19, 9);(20, 9);(21, 9);(22, 9);(23, 9);(24, 9);(10, 10);(15, 10);(16, 10);(17, 10);(18, 10);(19, 10);(20, 10);(21, 10);(22, 10);(23, 10);(24, 10);(8, 11);(15, 11);(16, 11);(17, 11);(18, 11);(19, 11);(20, 11);(21, 11);(22, 11);(23, 11);(24, 11);(13, 12);(15, 12);(16, 12);(17, 12);(18, 12);(19, 12);(20, 12);(21, 12);(22, 12);(24, 12);(15, 13);(16, 13);(17, 13);(18, 13);(1, 14);(3, 14);(7, 14);(10, 14);(21, 14);(24, 14);(2, 15);(3, 15);(4, 15);(6, 15);(7, 15);(10, 15);(2, 16);(3, 16);(4, 16);(5, 16);(6, 16);(10, 16);(11, 16);(19, 16);(20, 16);(2, 17);(3, 17);(4, 17);(5, 17);(6, 17);(11, 17);(13, 17);(15, 17);(16, 17);(17, 17);(18, 17);(19, 17);(22, 17);(2, 18);(3, 18);(4, 18);(5, 18);(6, 18);(12, 18);(13, 18);(20, 18);(21, 18);(2, 19);(3, 19);(4, 19);(5, 19);(6, 19);(7, 19);(13, 19);(14, 19);(15, 19);(17, 19);(19, 19);(20, 19);(2, 20);(3, 20);(4, 20);(5, 20);(6, 20);(7, 20);(13, 20);(14, 20);(15, 20);(2, 21);(3, 21);(4, 21);(5, 21);(6, 21);(7, 21);(13, 21);(14, 21);(15, 21);(16, 21);(2, 22);(3, 22);(4, 22);(5, 22);(6, 22);(7, 22);(13, 22);(14, 22);(15, 22);(16, 22);(17, 22);(18, 22);(3, 23);(4, 23);(5, 23);(6, 23);(7, 23);(13, 23);(14, 23);(15, 23);(16, 23);(3, 24);(4, 24);(5, 24);(6, 24);(7, 24);(3, 25);(4, 25);(5, 25);(6, 25);(7, 25);(5, 26)
0xc000000c000080c000080c0001808000181dc001fff00008180000018000003800000300000030000003000000300000030000003000000300000030000003000000100000000000000000	4	7	(7, 7);(8, 7);(7, 8);(18, 8);(19, 8);(6, 9);(7, 9);(8, 9);(16, 9);(17, 9);(18, 9);(19, 9);(8, 10);(12, 10);(15, 10);(16, 10);(17, 10);(18, 10);(19, 10);(13, 11);(14, 11);(15, 11);(16, 11);(17, 11);(18, 11);(19, 11);(13, 12);(14, 12);(15, 12);(16, 12);(17, 12);(18, 12);(11, 13);(13, 13);(14, 13);(10, 14);(11, 14);(13, 14);(15, 14);(16, 14);(9, 15);(10, 15);(15, 15);(16, 15);(6, 16);(7, 16);(13, 19);(12, 20)
0x3800000fe000018e000010080003008000300c000101600010130000fe180000c0c00000040000006000000300000018000000c00000000000000000000000000000000000	9	9	(16, 3);(6, 4);(7, 4);(5, 5);(6, 5);(7, 5);(8, 5);(9, 5);(18, 5);(19, 5);(20, 5);(5, 6);(6, 6);(7, 6);(8, 6);(9, 6);(12, 6);(13, 6);(18, 6);(19, 6);(20, 6);(21, 6);(5, 7);(6, 7);(7, 7);(8, 7);(9, 7);(10, 7);(11, 7);(12, 7);(13, 7);(14, 7);(15, 7);(18, 7);(19, 7);(20, 7);(21, 7);(5, 8);(6, 8);(7, 8);(8, 8);(10, 8);(16, 8);(18, 8);(19, 8);(20, 8);(21, 8);(5, 9);(6, 9);(16, 9);(19, 9);(20, 9);(10, 10);(16, 10);(19, 10);(20, 10);(10, 11);(16, 11);(18, 11);(19, 11);(20, 11);(16, 12);(18, 12);(19, 12);(20, 12);(18, 13);(19, 13);(20, 13);(19, 14);(20, 14);(9, 15);(10, 15);(14, 15);(19, 15);(10, 16);(10, 17);(11, 17);(19, 21)
0x2000010600001cf00001fe00003fe00003fc00003fc00003fc00003fe00003fe000038e000030e000000700000070001c070001c0f0003e3e0001ffe0000ffc00007f0000000000000000000000000000000	5	3	(8, 14);(10, 14);(11, 14);(8, 15);(9, 15);(10, 15);(11, 15);(9, 17);(10, 17);(11, 17);(6, 20);(6, 21);(6, 22)
0x800000100000021000004300000870000106000021c000067c00007d800003100000030000006000000c000000800000180000010000003000000200000020000000000000000000000000	9	4	(7, 14);(6, 15);(8, 15);(7, 16);(8, 16)
0x7800001f800007c00001f800003b00000f200001c600001cc00000fc000003f000001fc000018e0000102000010300001030000182000008600000c600000fc000003000000000000000000000000	8	8	(21, 6);(22, 6);(23, 6);(15, 7);(16, 7);(21, 7);(22, 7);(23, 7);(15, 8);(21, 8);(20, 9);(21, 9);(16, 11);(17, 11);(18, 11);(19, 11);(16, 12)
0x1c000003e00000380000070400006060000606000020c000031e000039c00001fc00000fc000000c000000c000000c000000c000000c000000c000000c000000c00000040000000000000000	9	4	(11, 9);(10, 10);(11, 10);(12, 10);(9, 11);(8, 13);(6, 14);(8, 14);(9, 14);(6, 15);(7, 15);(8, 15);(9, 15);(7, 16);(8, 16);(9, 16);(7, 17);(8, 17)
0xf000001e800001cc00007ce000078e000071e0000e7e0000e7e0001efe0001ffe0001ffe0000fde0000f9e000001e000001e000001e000001e000001e000001e000000c00000000000000000000000	9	9	(7, 13);(8, 16)
0x1e00000ff80000638000000c000000c000001c0000018000003000000e000000f800000fc000000c000000c00000180000018000001000000300000060000004000000c0000000000	3	3	(18, 7);(19, 7);(20, 7);(18, 8);(19, 8);(18, 9);(19, 9);(20, 9);(18, 10);(19, 10);(20, 10);(9, 11);(18, 11);(19, 11);(20, 11);(9, 12);(15, 12);(18, 12);(19, 12);(20, 12);(15, 13);(18, 13);(19, 13);(20, 13);(24, 13);(14, 14);(19, 14);(20, 14);(16, 15);(17, 15);(14, 16);(16, 16);(17, 16);(14, 17);(15, 18);(16, 18);(14, 19);(15, 19);(16, 19);(14, 20);(15, 20);(16, 20);(15, 21);(16, 21);(15, 22);(16, 22);(17, 23)
0xe000003f00000c1000038300006020000c06000180400000080000008000001000000300000020000006000000c0000018000001000000301000021c00007f000003c000000000000000000000000	2	2	(12, 6);(13, 6);(12, 7);(13, 7);(12, 8);(13, 8);(14, 8);(11, 9);(12, 9);(13, 9);(14, 9);(23, 9);(9, 10);(11, 10);(12, 10);(13, 10);(14, 10);(15, 10);(16, 10);(11, 11);(12, 11);(13, 11);(14, 11);(15, 11);(16, 11);(20, 11);(8, 12);(10, 12);(11, 12);(12, 12);(13, 12);(14, 12);(15, 12);(16, 12);(19, 12);(6, 13);(10, 13);(11, 13);(12, 13);(13, 13);(14, 13);(15, 13);(16, 13);(10, 14);(11, 14);(12, 14);(13, 14);(14, 14);(11, 15);(13, 15);(18, 15);(19, 15);(12, 16);(13, 16);(17, 16);(18, 16);(19, 16);(10, 17);(11, 17);(15, 17);(17, 17);(18, 17);(19, 17);(22, 17);(7, 18);(9, 18);(10, 18);(17, 18);(18, 18);(19, 18);(20, 18);(8, 19);(18, 19);(19, 19);(6, 20);(7, 20);(8, 20);(9, 20);(10, 20);(11, 20);(18, 20);(19, 20);(26, 20);(6, 21);(7, 21);(8, 21);(9, 21);(10, 21);(11, 21);(18, 21);(26, 21);(6, 22);(7, 22);(8, 22);(9, 22);(10, 22);(25, 22);(26, 22);(6, 23);(7, 23);(9, 23);(10, 23);(25, 23);(26, 23);(9, 24);(10, 24);(18, 24);(9, 25);(10, 25);(18, 25)
0x18000007e00001e200003c3000018300001c300000f3000007f000003f000001e000001c000001c0000038000007000000e000001c000007800001f000001c00000080000000000000000000000000	9	9	(8, 8)
0x300000070000007000000300000070000007800000fc00000cc00001c60000186000018700001830000303000030300001060000186000018600001ce00000fc0000070000000000000000000000000000000	0	0	(15, 5);(15, 6);(14, 7);(15, 7);(16, 7);(15, 8);(14, 15);(15, 15);(9, 16);(10, 16);(14, 16);(10, 17)
0x6000000e000000f000001b00000190000019000001f800000f8000003000000100000018000001800000100000010000001000000100000010000001c000001c000001800000000000000000000000	9	9	(3, 5);(4, 5);(2, 6);(3, 6);(4, 6);(9, 6);(2, 7);(3, 7);(4, 7);(5, 7);(9, 7);(2, 8);(3, 8);(4, 8);(5, 8);(7, 8);(9, 8);(13, 8);(2, 9);(3, 9);(4, 9);(5, 9);(6, 9);(3, 10);(4, 10);(5, 10);(3, 11);(5, 11);(8, 11);(9, 11);(10, 11);(11, 11);(15, 11);(16, 11);(7, 12);(8, 12);(9, 12);(10, 12);(11, 12);(12, 12);(14, 12);(15, 12);(16, 12);(3, 13);(4, 13);(8, 13);(9, 13);(11, 13);(12, 13);(14, 13);(15, 13);(16, 13);(20, 13);(21, 13);(3, 14);(4, 14);(9, 14);(11, 14);(12, 14);(14, 14);(15, 14);(16, 14);(17, 14);(19, 14);(20, 14);(21, 14);(22, 14);(3, 15);(4, 15);(5, 15);(11, 15);(4, 16);(11, 16);(12, 16);(21, 16);(22, 18);(23, 18);(15, 19);(21, 19);(22, 19);(23, 19);(15, 20);(16, 20);(17, 20);(21, 20);(15, 21);(16, 21);(17, 21);(14, 22);(15, 22);(16, 22);(17, 22);(14, 23);(15, 23);(16, 23);(17, 23);(15, 24);(16, 24);(17, 24);(15, 25);(16, 25);(17, 25)
0x6600000c600000c600001ce000018c000038c000070c00007fc00007f800000180000018000003000000300000060000006000000e000000c000001c0000018000001800000000000000000	4	4	(7, 11);(5, 14);(7, 14);(8, 14);(9, 14);(5, 15);(6, 15);(7, 15);(8, 15);(9, 15);(5, 16);(6, 16);(7, 16);(9, 17);(7, 18);(9, 19);(10, 19);(11, 19);(8, 20);(9, 20);(10, 20);(11, 20);(8, 21);(9, 21);(10, 21);(9, 22)
0xc000001f000007f000007f80000ff80000fbc0000e3c0000c3c000001c000001c000001c000000c000000c000000c000001c000001c000003c000001c000001c000000c0000000000000000	7	7	(19, 4);(20, 4);(21, 4);(19, 5);(20, 5);(21, 5);(19, 6);(20, 6);(21, 6);(22, 6);(23, 6);(19, 7);(20, 7);(21, 7);(22, 7);(23, 7);(10, 8);(18, 8);(19, 8);(20, 8);(21, 8);(22, 8);(23, 8);(18, 9);(19, 9);(20, 9);(21, 9);(22, 9);(23, 9);(24, 9);(11, 10);(14, 10);(15, 10);(16, 10);(17, 10);(18, 10);(19, 10);(20, 10);(21, 10);(22, 10);(23, 10);(24, 10);(6, 11);(12, 11);(13, 11);(14, 11);(15, 11);(16, 11);(17, 11);(18, 11);(19, 11);(20, 11);(21, 11);(22, 11);(23, 11);(24, 11);(12, 12);(13, 12);(14, 12);(15, 12);(16, 12);(17, 12);(20, 12);(21, 12);(22, 12);(23, 12);(5, 13);(9, 13);(10, 13);(12, 13);(13, 13);(14, 13);(15, 13);(16, 13);(21, 13);(22, 13);(23, 13);(6, 14);(9, 14);(14, 14);(15, 14);(6, 15);(8, 15);(9, 15);(10, 15);(20, 15);(6, 16);(9, 16);(10, 16);(15, 16);(16, 16);(17, 16);(18, 16);(15, 17);(16, 17);(19, 18);(20, 18);(5, 19);(11, 19);(5, 20);(6, 20);(11, 20);(5, 21);(6, 21);(7, 21);(5, 22);(6, 22);(5, 23);(6, 23)
0x600000070000007000000780000078000007800008780007ff8001fff8003ffff8038fff0071ffe007ffc0003fe00003fe00001f00000000000000000000000000000000000000000000000000000	2	2	(8, 7);(9, 7);(10, 7);(9, 8);(10, 8);(9, 9);(10, 9);(11, 9);(9, 10);(10, 10);(11, 10);(9, 11);(10, 11);(11, 11);(9, 12);(10, 12);(9, 13);(10, 13);(11, 13);(9, 14);(10, 14);(11, 14);(10, 15);(10, 16);(6, 17)
0x8000007000001ffe0003f03000000380000030000007000000e0000038000007000000e000001c0000018000000ff0000000c000001c000003800001e00000f800000e000000000000000000000000	3	2	(22, 4);(23, 4);(22, 5);(23, 5);(24, 5);(10, 6);(11, 6);(12, 6);(15, 6);(22, 6);(23, 6);(24, 6);(10, 7);(11, 7);(12, 7);(13, 7);(14, 7);(15, 7);(16, 7);(22, 7);(23, 7);(24, 7);(25, 7);(10, 8);(11, 8);(12, 8);(13, 8);(14, 8);(15, 8);(16, 8);(22, 8);(23, 8);(24, 8);(10, 9);(11, 9);(12, 9);(13, 9);(14, 9);(15, 9);(16, 9);(17, 9);(22, 9);(23, 9);(24, 9);(25, 9);(10, 10);(11, 10);(12, 10);(13, 10);(14, 10);(15, 10);(16, 10);(17, 10);(22, 10);(23, 10);(24, 10);(10, 11);(11, 11);(12, 11);(13, 11);(15, 11);(17, 11);(23, 11);(24, 11);(10, 12);(11, 12);(12, 12);(13, 12);(16, 12);(17, 12);(18, 12);(10, 13);(11, 13);(12, 13);(13, 13);(11, 14);(12, 14);(12, 15);(16, 15);(17, 15);(11, 16);(23, 17);(18, 18);(23, 18);(22, 19);(23, 19);(24, 19);(15, 20);(16, 20);(20, 20);(23, 20);(24, 20);(15, 21);(16, 21);(17, 21);(19, 21);(20, 21);(24, 21);(16, 22);(17, 22);(16, 23);(23, 23);(16, 24);(17, 24);(24, 24);(16, 25);(24, 25)
0x3f000003fe000001fe000003e000001c0000018000001800000300000030000007fe0000fff0003f000000c000000c000001800000180000018000001c000000c000000c00000000000000000	7	7	(17, 3);(18, 3);(18, 4);(19, 4);(18, 5);(19, 5);(18, 6);(19, 6);(20, 6);(18, 7);(19, 7);(20, 7);(18, 8);(19, 8);(20, 8);(21, 8);(18, 9);(19, 9);(20, 9);(21, 9);(7, 10);(18, 10);(19, 10);(20, 10);(4, 11);(5, 11);(7, 11);(8, 11);(18, 11);(19, 11);(3, 12);(4, 12);(5, 12);(7, 12);(8, 12);(21, 12);(4, 13);(5, 13);(8, 13);(19, 13);(4, 14);(5, 14);(8, 14);(22, 14);(23, 14);(24, 14);(3, 15);(4, 15);(5, 15);(6, 15);(8, 15);(11, 15);(12, 15);(13, 15);(14, 15);(17, 15);(22, 15);(23, 15);(24, 15);(3, 16);(4, 16);(5, 16);(6, 16);(8, 16);(9, 16);(10, 16);(11, 16);(12, 16);(23, 16);(24, 16);(3, 17);(4, 17);(5, 17);(6, 17);(8, 17);(9, 17);(10, 17);(17, 17);(4, 18);(5, 18);(8, 18);(9, 18);(17, 18);(4, 19);(17, 19);(17, 20);(17, 21);(11, 22);(17, 22);(18, 22);(17, 23);(18, 23);(19, 23);(16, 24);(17, 24);(18, 24);(19, 24)
0x7c00000fe00003fe00007fc00007e580007cf80003ffc0000ffc00007ff00007ff8000fcfc000f8fe000781e000381e0003c1e0003ffe0001ffc0000ffc00002fc00000640000000000000000000000	8	8	(13, 5);(14, 5);(14, 6);(14, 7);(15, 7);(13, 8);(14, 8);(10, 14);(9, 15);(10, 15);(9, 16);(10, 16);(11, 16);(6, 18);(5, 21);(6, 21)
0x3f000007f80001ff00003cf000079e000079c000011ff00001ff8000001c000000c0000006000000e000000c000001c000001c000103800018780001ff00000fe00000180000000000000000	3	5	(10, 19);(10, 20);(10, 21);(10, 22)
0x80000008000001800000180780018078001804c001804400180c400180c4001808400180c40018084000808c000c088000c098000c0d8000407000060e00003ff00001f00000000000000000000000000000000000000	6	6	(7, 14);(6, 15);(7, 15);(6, 16);(7, 16)
0x7000001f800007900000f000001c00000300000070000006000000c00000ff000007b8000031c000030c000060e000060e000061e000061c000077800003f000001c0000000000000000000000000000000	6	6	(17, 9);(18, 9);(5, 10);(6, 10);(17, 10);(18, 10);(5, 11);(6, 11);(7, 11);(5, 12);(6, 12);(7, 12);(4, 13);(5, 13);(6, 13);(7, 13);(6, 14)
0x38000007800000f800000c00000180000038000003000000306000020e000061e000033c00001fc0000076000006700000c300000630000063000006e000007e0000038000000000000000000000000000000	8	8	(14, 0);(15, 0);(12, 1);(13, 1);(14, 1);(15, 1);(0, 2);(1, 2);(2, 2);(3, 2);(12, 2);(13, 2);(14, 2);(15, 2);(24, 2);(0, 3);(2, 3);(3, 3);(12, 3);(13, 3);(14, 3);(15, 3);(16, 3);(24, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(12, 4);(13, 4);(14, 4);(15, 4);(16, 4);(17, 4);(24, 4);(25, 4);(26, 4);(27, 4);(0, 5);(1, 5);(2, 5);(3, 5);(4, 5);(5, 5);(14, 5);(15, 5);(16, 5);(17, 5);(18, 5);(24, 5);(25, 5);(26, 5);(27, 5);(0, 6);(1, 6);(2, 6);(3, 6);(4, 6);(5, 6);(14, 6);(15, 6);(16, 6);(17, 6);(18, 6);(24, 6);(25, 6);(26, 6);(27, 6);(0, 7);(1, 7);(2, 7);(3, 7);(4, 7);(5, 7);(14, 7);(15, 7);(16, 7);(17, 7);(18, 7);(25, 7);(26, 7);(27, 7);(0, 8);(1, 8);(2, 8);(3, 8);(4, 8);(14, 8);(15, 8);(16, 8);(17, 8);(18, 8);(26, 8);(27, 8);(0, 9);(1, 9);(2, 9);(3, 9);(4, 9);(13, 9);(15, 9);(16, 9);(17, 9);(18, 9);(19, 9);(26, 9);(27, 9);(0, 10);(1, 10);(2, 10);(9, 10);(16, 10);(17, 10);(18, 10);(19, 10);(20, 10);(21, 10);(27, 10);(2, 11);(3, 11);(7, 11);(12, 11);(14, 11);(15, 11);(17, 11);(18, 11);(19, 11);(20, 11);(21, 11);(27, 11);(1, 12);(3, 12);(6, 12);(10, 12);(11, 12);(15, 12);(17, 12);(19, 12);(20, 12);(21, 12);(27, 12);(1, 13);(2, 13);(3, 13);(4, 13);(5, 13);(6, 13);(8, 13);(9, 13);(10, 13);(15, 13);(27, 13);(1, 14);(2, 14);(3, 14);(5, 14);(6, 14);(9, 14);(14, 14);(15, 14);(23, 14);(1, 15);(2, 15);(3, 15);(5, 15);(6, 15);(13, 15);(14, 15);(17, 15);(20, 15);(21, 15);(23, 15);(1, 16);(2, 16);(3, 16);(5, 16);(6, 16);(11, 16);(12, 16);(13, 16);(16, 16);(17, 16);(18, 16);(19, 16);(20, 16);(23, 16);(1, 17);(2, 17);(3, 17);(4, 17);(11, 17);(12, 17);(13, 17);(17, 17);(18, 17);(19, 17);(20, 17);(0, 18);(1, 18);(2, 18);(3, 18);(4, 18);(11, 18);(12, 18);(14, 18);(15, 18);(20, 18);(21, 18);(23, 18);(24, 18);(0, 19);(1, 19);(2, 19);(3, 19);(4, 19);(13, 19);(14, 19);(15, 19);(16, 19);(19, 19);(20, 19);(21, 19);(22, 19);(23, 19);(24, 19);(0, 20);(2, 20);(3, 20);(4, 20);(5, 20);(6, 20);(13, 20);(14, 20);(15, 20);(16, 20);(17, 20);(18, 20);(20, 20);(21, 20);(22, 20);(23, 20);(24, 20);(0, 21);(1, 21);(2, 21);(3, 21);(4, 21);(5, 21);(6, 21);(7, 21);(13, 21);(14, 21);(15, 21);(16, 21);(17, 21);(18, 21);(19, 21);(20, 21);(21, 21);(22, 21);(23, 21);(2, 22);(3, 22);(4, 22);(5, 22);(6, 22);(7, 22);(13, 22);(14, 22);(15, 22);(16, 22);(17, 22);(20, 22);(21, 22);(2, 23);(3, 23);(4, 23);(5, 23);(6, 23);(7, 23);(13, 23);(14, 23);(15, 23);(16, 23);(17, 23);(2, 24);(3, 24);(4, 24);(5, 24);(6, 24);(7, 24);(13, 24);(14, 24);(15, 24);(16, 24);(17, 24);(2, 25);(3, 25);(4, 25);(5, 25);(6, 25);(13, 25);(14, 25);(15, 25);(16, 25);(17, 25);(18, 25);(19, 25);(3, 26);(4, 26);(5, 26);(13, 26);(14, 26);(15, 26);(16, 26);(17, 26);(18, 26);(19, 26);(3, 27);(4, 27);(5, 27);(13, 27);(14, 27);(15, 27);(16, 27);(17, 27);(18, 27)
0x3ec00003fe000010f000000f000001e000003c000003c0000038000007800000f800000f000000f000001e000001e000001e000003e000003e000003c000003c000003c000000000000000000000000	7	7	(6, 13)
0x10000007c00000c4000018c000018e000030e000030e000030c000061c000061c000063c000067c00003c800003080000008000000800000080000008000001800000180000000000000000	9	9	(7, 14)
0x78000005c000000c000000600000060000006380000ff00001f0000002000000200000020000006000000600000060000004000000c000000c0000008000000800000100000000000	7	3	(11, 9);(13, 12);(17, 12);(18, 12);(13, 13);(17, 13);(13, 14);(15, 15)
0x780000ff00001fe000017c000000c000003c0000ff80001fe00001fe000000e000000600020060007e0e0007ffe0007ffc00030f80003ff00000fe000000000000000000000000000000000000000000000	3	2	(10, 5);(11, 5);(13, 5);(10, 6);(11, 6);(12, 6);(13, 6);(14, 6);(17, 6);(19, 6);(20, 6);(9, 7);(10, 7);(12, 7);(13, 7);(14, 7);(15, 7);(12, 8);(13, 8);(14, 8);(17, 8);(13, 9);(14, 9);(16, 9);(17, 9);(16, 10);(17, 10);(10, 11);(17, 11);(22, 11);(8, 12);(9, 12);(13, 12);(17, 12);(18, 12);(19, 12);(22, 12);(9, 13);(17, 13);(18, 13);(19, 13);(22, 13);(23, 13);(24, 13);(8, 14);(9, 14);(17, 14);(18, 14);(22, 14);(23, 14);(9, 15);(17, 15);(23, 15);(13, 16);(16, 16);(13, 17);(14, 17);(16, 17);(9, 18);(10, 18);(13, 18);(7, 19);(9, 19);(10, 19);(13, 19);(14, 19);(15, 19);(7, 20);(8, 20);(9, 20);(13, 20);(14, 20);(15, 20);(8, 21);(9, 21);(13, 21);(14, 21);(15, 21);(13, 22);(14, 22);(15, 22)
0x7000000f800003f000007f00001f700003c70000f8e0007e0e0007f8e0001ffc00001fc000003c000001c00000380000038000003800000300000070000006000000c00000000000000000	4	4	(23, 4);(14, 5);(22, 5);(23, 5);(14, 6);(20, 6);(21, 6);(22, 6);(23, 6);(8, 7);(9, 7);(10, 7);(11, 7);(14, 7);(15, 7);(19, 7);(20, 7);(21, 7);(22, 7);(3, 8);(10, 8);(13, 8);(14, 8);(15, 8);(18, 8);(19, 8);(20, 8);(3, 9);(10, 9);(11, 9);(14, 9);(15, 9);(17, 9);(18, 9);(19, 9);(20, 9);(2, 10);(3, 10);(4, 10);(10, 10);(14, 10);(15, 10);(18, 10);(19, 10);(2, 11);(3, 11);(4, 11);(5, 11);(9, 11);(14, 11);(15, 11);(16, 11);(2, 12);(3, 12);(4, 12);(5, 12);(8, 12);(9, 12);(14, 12);(15, 12);(16, 12);(2, 13);(3, 13);(4, 13);(5, 13);(8, 13);(11, 13);(15, 13);(16, 13);(2, 14);(3, 14);(4, 14);(5, 14);(6, 14);(7, 14);(15, 14);(16, 14);(17, 14);(2, 15);(3, 15);(4, 15);(5, 15);(6, 15);(7, 15);(16, 15);(17, 15);(3, 16);(4, 16);(5, 16);(6, 16);(10, 16);(12, 16);(13, 16);(11, 17);(12, 17);(13, 17);(6, 18);(9, 18);(6, 19);(7, 19);(12, 19);(9, 20);(10, 20);(11, 20);(12, 20);(8, 21);(9, 21);(10, 21);(11, 21);(12, 21);(9, 22);(10, 22);(11, 22);(12, 22);(9, 23);(10, 23);(11, 23);(9, 24);(10, 24);(11, 24)
0x10000003000000e00c001c01c0038038007007001c00e003801c003e030003f8e00003fc0000078000007800000fc00000dc000018c000019c00000d800000f0000006000000000000000000000000	8	4	(7, 15);(7, 16);(7, 17)
0x7e00003ff00007ef0000f0f8000e1f0000fff00007ee000000e000000e000001e000001c000003c000003800000380000038000007000000f000001e000001e000001c0000000000	9	7	(10, 8);(9, 9);(9, 10);(14, 10);(7, 11);(9, 11);(10, 11);(14, 11);(19, 11);(7, 12);(9, 12);(14, 12);(15, 12);(16, 12);(9, 13);(14, 13);(15, 13);(16, 13);(14, 14);(15, 14);(16, 14);(19, 14);(13, 15);(14, 15);(18, 15);(19, 15);(16, 16);(17, 16);(10, 17);(16, 17)
